cashflow_id,portfolio_id,cashflow_type,cashflow_date,amount,currency,created_at,updated_at
1084,12,FEE,2024-01-01,60000.00,USD,2024-01-01T00:00:00Z,2024-01-01T00:00:00Z
1085,12,CONTRIBUTION,2024-06-30,700000.00,USD,2024-06-30T11:45:00Z,2024-06-30T11:45:00Z
1086,9,DIVIDEND,2025-01-19,180000.00,USD,2025-01-19T10:00:00Z,2025-01-19T10:00:00Z
1087,9,FEE,2024-12-31,50000.00,USD,2024-12-31T00:00:00Z,2024-12-31T00:00:00Z
1088,9,CONTRIBUTION,2025-03-14,900000.00,USD,2025-03-14T13:30:00Z,2025-03-14T13:30:00Z
1089,10,DIVIDEND,2025-02-09,350000.00,USD,2025-02-09T11:00:00Z,2025-02-09T11:00:00Z
1090,10,FEE,2024-12-31,75000.00,USD,2024-12-31T00:00:00Z,2024-12-31T00:00:00Z
1091,11,CONTRIBUTION,2025-04-19,500000.00,USD,2025-04-19T14:15:00Z,2025-04-19T14:15:00Z
1092,11,DIVIDEND,2025-03-14,75000.00,USD,2025-03-14T09:30:00Z,2025-03-14T09:30:00Z
1093,11,FEE,2024-12-31,30000.00,USD,2024-12-31T00:00:00Z,2024-12-31T00:00:00Z
1094,12,DIVIDEND,2025-01-29,250000.00,USD,2025-01-29T10:45:00Z,2025-01-29T10:45:00Z
1095,12,FEE,2024-12-31,60000.00,USD,2024-12-31T00:00:00Z,2024-12-31T00:00:00Z
1096,9,DISTRIBUTION,2025-05-19,700000.00,USD,2025-05-19T14:00:00Z,2025-05-19T14:00:00Z
1097,10,DISTRIBUTION,2025-06-14,1100000.00,USD,2025-06-14T13:45:00Z,2025-06-14T13:45:00Z
1098,11,DISTRIBUTION,2025-07-09,300000.00,USD,2025-07-09T15:00:00Z,2025-07-09T15:00:00Z
1099,12,DISTRIBUTION,2025-08-04,800000.00,USD,2025-08-04T12:30:00Z,2025-08-04T12:30:00Z
1100,9,DIVIDEND,2026-01-14,200000.00,USD,2026-01-14T10:00:00Z,2026-01-14T10:00:00Z
1101,13,CONTRIBUTION,2024-01-14,1000000.00,USD,2024-01-14T10:00:00Z,2024-01-14T10:00:00Z
1102,13,DISTRIBUTION,2024-03-19,500000.00,USD,2024-03-19T14:30:00Z,2024-03-19T14:30:00Z
1103,13,DIVIDEND,2024-06-14,250000.00,USD,2024-06-14T09:00:00Z,2024-06-14T09:00:00Z
1104,13,FEE,2023-12-31,50000.00,USD,2023-12-31T00:00:00Z,2023-12-31T00:00:00Z
1105,13,CONTRIBUTION,2024-06-29,750000.00,USD,2024-06-29T11:15:00Z,2024-06-29T11:15:00Z
1106,14,CONTRIBUTION,2024-02-09,2000000.00,USD,2024-02-09T09:30:00Z,2024-02-09T09:30:00Z
1107,14,DISTRIBUTION,2024-04-14,1000000.00,USD,2024-04-14T14:00:00Z,2024-04-14T14:00:00Z
1108,14,DIVIDEND,2024-07-19,500000.00,USD,2024-07-19T10:30:00Z,2024-07-19T10:30:00Z
1109,14,FEE,2023-12-31,75000.00,USD,2023-12-31T00:00:00Z,2023-12-31T00:00:00Z
1110,14,CONTRIBUTION,2024-09-14,1500000.00,USD,2024-09-14T13:45:00Z,2024-09-14T13:45:00Z
1111,15,CONTRIBUTION,2024-02-29,500000.00,USD,2024-02-29T08:00:00Z,2024-02-29T08:00:00Z
1112,15,DISTRIBUTION,2024-05-09,250000.00,USD,2024-05-09T15:30:00Z,2024-05-09T15:30:00Z
1113,15,DIVIDEND,2024-08-14,100000.00,USD,2024-08-14T11:00:00Z,2024-08-14T11:00:00Z
1114,15,FEE,2023-12-31,30000.00,USD,2023-12-31T00:00:00Z,2023-12-31T00:00:00Z
1115,15,CONTRIBUTION,2024-10-19,300000.00,USD,2024-10-19T12:30:00Z,2024-10-19T12:30:00Z
1116,16,CONTRIBUTION,2025-01-09,1500000.00,USD,2025-01-09T09:00:00Z,2025-01-09T09:00:00Z
1117,16,DISTRIBUTION,2025-03-14,750000.00,USD,2025-03-14T14:15:00Z,2025-03-14T14:15:00Z
1118,16,DIVIDEND,2025-06-19,375000.00,USD,2025-06-19T10:45:00Z,2025-06-19T10:45:00Z
1119,16,FEE,2024-12-31,60000.00,USD,2024-12-31T00:00:00Z,2024-12-31T00:00:00Z
1120,16,CONTRIBUTION,2025-09-09,1000000.00,USD,2025-09-09T11:30:00Z,2025-09-09T11:30:00Z
1121,13,DIVIDEND,2025-01-14,150000.00,USD,2025-01-14T09:30:00Z,2025-01-14T09:30:00Z
1122,13,FEE,2024-12-31,50000.00,USD,2024-12-31T00:00:00Z,2024-12-31T00:00:00Z
1123,13,CONTRIBUTION,2025-03-31,800000.00,USD,2025-03-31T10:00:00Z,2025-03-31T10:00:00Z
1124,13,DISTRIBUTION,2025-07-14,600000.00,USD,2025-07-14T13:00:00Z,2025-07-14T13:00:00Z
1125,14,DIVIDEND,2025-02-19,300000.00,USD,2025-02-19T11:15:00Z,2025-02-19T11:15:00Z
1126,14,FEE,2024-12-31,75000.00,USD,2024-12-31T00:00:00Z,2024-12-31T00:00:00Z
1127,14,CONTRIBUTION,2025-05-09,1200000.00,USD,2025-05-09T14:30:00Z,2025-05-09T14:30:00Z
1128,14,DISTRIBUTION,2025-08-19,900000.00,USD,2025-08-19T10:00:00Z,2025-08-19T10:00:00Z
1129,15,DIVIDEND,2025-03-09,50000.00,USD,2025-03-09T09:45:00Z,2025-03-09T09:45:00Z
1130,15,FEE,2024-12-31,30000.00,USD,2024-12-31T00:00:00Z,2024-12-31T00:00:00Z
1131,15,CONTRIBUTION,2025-06-04,400000.00,USD,2025-06-04T12:00:00Z,2025-06-04T12:00:00Z
1132,15,DISTRIBUTION,2025-09-19,200000.00,USD,2025-09-19T15:30:00Z,2025-09-19T15:30:00Z
1133,16,DIVIDEND,2025-02-14,200000.00,USD,2025-02-14T10:30:00Z,2025-02-14T10:30:00Z
1134,16,FEE,2024-12-31,60000.00,USD,2024-12-31T00:00:00Z,2024-12-31T00:00:00Z
1135,16,CONTRIBUTION,2025-06-30,700000.00,USD,2025-06-30T11:45:00Z,2025-06-30T11:45:00Z
1136,13,DIVIDEND,2026-01-19,180000.00,USD,2026-01-19T10:00:00Z,2026-01-19T10:00:00Z
1137,13,FEE,2025-12-31,50000.00,USD,2025-12-31T00:00:00Z,2025-12-31T00:00:00Z
1138,13,CONTRIBUTION,2026-03-14,900000.00,USD,2026-03-14T13:30:00Z,2026-03-14T13:30:00Z
1139,14,DIVIDEND,2026-02-09,350000.00,USD,2026-02-09T11:00:00Z,2026-02-09T11:00:00Z
1140,14,FEE,2025-12-31,75000.00,USD,2025-12-31T00:00:00Z,2025-12-31T00:00:00Z
1141,15,CONTRIBUTION,2026-04-19,500000.00,USD,2026-04-19T14:15:00Z,2026-04-19T14:15:00Z
1142,15,DIVIDEND,2026-03-14,75000.00,USD,2026-03-14T09:30:00Z,2026-03-14T09:30:00Z
1143,15,FEE,2025-12-31,30000.00,USD,2025-12-31T00:00:00Z,2025-12-31T00:00:00Z
1144,16,DIVIDEND,2026-01-29,250000.00,USD,2026-01-29T10:45:00Z,2026-01-29T10:45:00Z
1145,16,FEE,2025-12-31,60000.00,USD,2025-12-31T00:00:00Z,2025-12-31T00:00:00Z
1146,13,DISTRIBUTION,2026-05-19,700000.00,USD,2026-05-19T14:00:00Z,2026-05-19T14:00:00Z
1147,14,DISTRIBUTION,2026-06-14,1100000.00,USD,2026-06-14T13:45:00Z,2026-06-14T13:45:00Z
1148,15,DISTRIBUTION,2026-07-09,300000.00,USD,2026-07-09T15:00:00Z,2026-07-09T15:00:00Z
1149,16,DISTRIBUTION,2026-08-04,800000.00,USD,2026-08-04T12:30:00Z,2026-08-04T12:30:00Z
1150,13,DIVIDEND,2027-01-14,200000.00,USD,2027-01-14T10:00:00Z,2027-01-14T10:00:00Z
1151,17,CONTRIBUTION,2025-01-13,1000000.00,USD,2025-01-13T10:00:00Z,2025-01-13T10:00:00Z
1152,17,DISTRIBUTION,2025-03-19,500000.00,USD,2025-03-19T14:30:00Z,2025-03-19T14:30:00Z
1153,17,DIVIDEND,2025-06-14,250000.00,USD,2025-06-14T09:00:00Z,2025-06-14T09:00:00Z
1154,17,FEE,2024-12-30,50000.00,USD,2024-12-30T00:00:00Z,2024-12-30T00:00:00Z
1155,17,CONTRIBUTION,2025-06-29,750000.00,USD,2025-06-29T11:15:00Z,2025-06-29T11:15:00Z
1156,18,CONTRIBUTION,2025-02-08,2000000.00,USD,2025-02-08T09:30:00Z,2025-02-08T09:30:00Z
1157,18,DISTRIBUTION,2025-04-14,1000000.00,USD,2025-04-14T14:00:00Z,2025-04-14T14:00:00Z
1158,18,DIVIDEND,2025-07-19,500000.00,USD,2025-07-19T10:30:00Z,2025-07-19T10:30:00Z
1159,18,FEE,2024-12-30,75000.00,USD,2024-12-30T00:00:00Z,2024-12-30T00:00:00Z
1160,18,CONTRIBUTION,2025-09-14,1500000.00,USD,2025-09-14T13:45:00Z,2025-09-14T13:45:00Z
1161,19,CONTRIBUTION,2025-02-28,500000.00,USD,2025-02-28T08:00:00Z,2025-02-28T08:00:00Z
1162,19,DISTRIBUTION,2025-05-09,250000.00,USD,2025-05-09T15:30:00Z,2025-05-09T15:30:00Z
1163,19,DIVIDEND,2025-08-14,100000.00,USD,2025-08-14T11:00:00Z,2025-08-14T11:00:00Z
1164,19,FEE,2024-12-30,30000.00,USD,2024-12-30T00:00:00Z,2024-12-30T00:00:00Z
1165,19,CONTRIBUTION,2025-10-19,300000.00,USD,2025-10-19T12:30:00Z,2025-10-19T12:30:00Z
1166,20,CONTRIBUTION,2026-01-09,1500000.00,USD,2026-01-09T09:00:00Z,2026-01-09T09:00:00Z
1167,20,DISTRIBUTION,2026-03-14,750000.00,USD,2026-03-14T14:15:00Z,2026-03-14T14:15:00Z
1168,20,DIVIDEND,2026-06-19,375000.00,USD,2026-06-19T10:45:00Z,2026-06-19T10:45:00Z
1169,20,FEE,2025-12-31,60000.00,USD,2025-12-31T00:00:00Z,2025-12-31T00:00:00Z
1170,20,CONTRIBUTION,2026-09-09,1000000.00,USD,2026-09-09T11:30:00Z,2026-09-09T11:30:00Z
1171,17,DIVIDEND,2026-01-14,150000.00,USD,2026-01-14T09:30:00Z,2026-01-14T09:30:00Z
1172,17,FEE,2025-12-31,50000.00,USD,2025-12-31T00:00:00Z,2025-12-31T00:00:00Z
1173,17,CONTRIBUTION,2026-03-31,800000.00,USD,2026-03-31T10:00:00Z,2026-03-31T10:00:00Z
1174,17,DISTRIBUTION,2026-07-14,600000.00,USD,2026-07-14T13:00:00Z,2026-07-14T13:00:00Z
1175,18,DIVIDEND,2026-02-19,300000.00,USD,2026-02-19T11:15:00Z,2026-02-19T11:15:00Z
1176,18,FEE,2025-12-31,75000.00,USD,2025-12-31T00:00:00Z,2025-12-31T00:00:00Z
1177,18,CONTRIBUTION,2026-05-09,1200000.00,USD,2026-05-09T14:30:00Z,2026-05-09T14:30:00Z
1178,18,DISTRIBUTION,2026-08-19,900000.00,USD,2026-08-19T10:00:00Z,2026-08-19T10:00:00Z
1179,19,DIVIDEND,2026-03-09,50000.00,USD,2026-03-09T09:45:00Z,2026-03-09T09:45:00Z
1180,19,FEE,2025-12-31,30000.00,USD,2025-12-31T00:00:00Z,2025-12-31T00:00:00Z
1181,19,CONTRIBUTION,2026-06-04,400000.00,USD,2026-06-04T12:00:00Z,2026-06-04T12:00:00Z
1182,19,DISTRIBUTION,2026-09-19,200000.00,USD,2026-09-19T15:30:00Z,2026-09-19T15:30:00Z
1183,20,DIVIDEND,2026-02-14,200000.00,USD,2026-02-14T10:30:00Z,2026-02-14T10:30:00Z
1184,20,FEE,2025-12-31,60000.00,USD,2025-12-31T00:00:00Z,2025-12-31T00:00:00Z
1185,20,CONTRIBUTION,2026-06-30,700000.00,USD,2026-06-30T11:45:00Z,2026-06-30T11:45:00Z
1186,17,DIVIDEND,2027-01-19,180000.00,USD,2027-01-19T10:00:00Z,2027-01-19T10:00:00Z
1187,17,FEE,2026-12-31,50000.00,USD,2026-12-31T00:00:00Z,2026-12-31T00:00:00Z
1188,17,CONTRIBUTION,2027-03-14,900000.00,USD,2027-03-14T13:30:00Z,2027-03-14T13:30:00Z
1189,18,DIVIDEND,2027-02-09,350000.00,USD,2027-02-09T11:00:00Z,2027-02-09T11:00:00Z
1190,18,FEE,2026-12-31,75000.00,USD,2026-12-31T00:00:00Z,2026-12-31T00:00:00Z
1191,19,CONTRIBUTION,2027-04-19,500000.00,USD,2027-04-19T14:15:00Z,2027-04-19T14:15:00Z
1192,19,DIVIDEND,2027-03-14,75000.00,USD,2027-03-14T09:30:00Z,2027-03-14T09:30:00Z
1193,19,FEE,2026-12-31,30000.00,USD,2026-12-31T00:00:00Z,2026-12-31T00:00:00Z
1194,20,DIVIDEND,2027-01-29,250000.00,USD,2027-01-29T10:45:00Z,2027-01-29T10:45:00Z
1195,20,FEE,2026-12-31,60000.00,USD,2026-12-31T00:00:00Z,2026-12-31T00:00:00Z
1196,17,DISTRIBUTION,2027-05-19,700000.00,USD,2027-05-19T14:00:00Z,2027-05-19T14:00:00Z
1197,18,DISTRIBUTION,2027-06-14,1100000.00,USD,2027-06-14T13:45:00Z,2027-06-14T13:45:00Z
1198,19,DISTRIBUTION,2027-07-09,300000.00,USD,2027-07-09T15:00:00Z,2027-07-09T15:00:00Z
1199,20,DISTRIBUTION,2027-08-04,800000.00,USD,2027-08-04T12:30:00Z,2027-08-04T12:30:00Z
1200,17,DIVIDEND,2028-01-14,200000.00,USD,2028-01-14T10:00:00Z,2028-01-14T10:00:00Z
1201,1,CONTRIBUTION,2026-01-13,1000000.00,USD,2026-01-13T10:00:00Z,2026-01-13T10:00:00Z
1202,1,DISTRIBUTION,2026-03-19,500000.00,USD,2026-03-19T14:30:00Z,2026-03-19T14:30:00Z
1203,1,DIVIDEND,2026-06-14,250000.00,USD,2026-06-14T09:00:00Z,2026-06-14T09:00:00Z
1204,1,FEE,2025-12-30,50000.00,USD,2025-12-30T00:00:00Z,2025-12-30T00:00:00Z
1205,1,CONTRIBUTION,2026-06-29,750000.00,USD,2026-06-29T11:15:00Z,2026-06-29T11:15:00Z
1206,2,CONTRIBUTION,2026-02-08,2000000.00,USD,2026-02-08T09:30:00Z,2026-02-08T09:30:00Z
1207,2,DISTRIBUTION,2026-04-14,1000000.00,USD,2026-04-14T14:00:00Z,2026-04-14T14:00:00Z
1208,2,DIVIDEND,2026-07-19,500000.00,USD,2026-07-19T10:30:00Z,2026-07-19T10:30:00Z
1209,2,FEE,2025-12-30,75000.00,USD,2025-12-30T00:00:00Z,2025-12-30T00:00:00Z
1210,2,CONTRIBUTION,2026-09-14,1500000.00,USD,2026-09-14T13:45:00Z,2026-09-14T13:45:00Z
1211,3,CONTRIBUTION,2026-02-28,500000.00,USD,2026-02-28T08:00:00Z,2026-02-28T08:00:00Z
1212,3,DISTRIBUTION,2026-05-09,250000.00,USD,2026-05-09T15:30:00Z,2026-05-09T15:30:00Z
1213,3,DIVIDEND,2026-08-14,100000.00,USD,2026-08-14T11:00:00Z,2026-08-14T11:00:00Z
1214,3,FEE,2025-12-30,30000.00,USD,2025-12-30T00:00:00Z,2025-12-30T00:00:00Z
1215,3,CONTRIBUTION,2026-10-19,300000.00,USD,2026-10-19T12:30:00Z,2026-10-19T12:30:00Z
1216,4,CONTRIBUTION,2027-01-09,1500000.00,USD,2027-01-09T09:00:00Z,2027-01-09T09:00:00Z
1217,4,DISTRIBUTION,2027-03-14,750000.00,USD,2027-03-14T14:15:00Z,2027-03-14T14:15:00Z
1218,4,DIVIDEND,2027-06-19,375000.00,USD,2027-06-19T10:45:00Z,2027-06-19T10:45:00Z
1219,4,FEE,2026-12-31,60000.00,USD,2026-12-31T00:00:00Z,2026-12-31T00:00:00Z
1220,4,CONTRIBUTION,2027-09-09,1000000.00,USD,2027-09-09T11:30:00Z,2027-09-09T11:30:00Z
1221,1,DIVIDEND,2027-01-14,150000.00,USD,2027-01-14T09:30:00Z,2027-01-14T09:30:00Z
1222,1,FEE,2026-12-31,50000.00,USD,2026-12-31T00:00:00Z,2026-12-31T00:00:00Z
1223,1,CONTRIBUTION,2027-03-31,800000.00,USD,2027-03-31T10:00:00Z,2027-03-31T10:00:00Z
1224,1,DISTRIBUTION,2027-07-14,600000.00,USD,2027-07-14T13:00:00Z,2027-07-14T13:00:00Z
1225,2,DIVIDEND,2027-02-19,300000.00,USD,2027-02-19T11:15:00Z,2027-02-19T11:15:00Z
1226,2,FEE,2026-12-31,75000.00,USD,2026-12-31T00:00:00Z,2026-12-31T00:00:00Z
1227,2,CONTRIBUTION,2027-05-09,1200000.00,USD,2027-05-09T14:30:00Z,2027-05-09T14:30:00Z
1228,2,DISTRIBUTION,2027-08-19,900000.00,USD,2027-08-19T10:00:00Z,2027-08-19T10:00:00Z
1229,3,DIVIDEND,2027-03-09,50000.00,USD,2027-03-09T09:45:00Z,2027-03-09T09:45:00Z
1230,3,FEE,2026-12-31,30000.00,USD,2026-12-31T00:00:00Z,2026-12-31T00:00:00Z
1231,3,CONTRIBUTION,2027-06-04,400000.00,USD,2027-06-04T12:00:00Z,2027-06-04T12:00:00Z
1232,3,DISTRIBUTION,2027-09-19,200000.00,USD,2027-09-19T15:30:00Z,2027-09-19T15:30:00Z
1233,4,DIVIDEND,2027-02-14,200000.00,USD,2027-02-14T10:30:00Z,2027-02-14T10:30:00Z
1234,4,FEE,2026-12-31,60000.00,USD,2026-12-31T00:00:00Z,2026-12-31T00:00:00Z
1235,4,CONTRIBUTION,2027-06-30,700000.00,USD,2027-06-30T11:45:00Z,2027-06-30T11:45:00Z
1236,1,DIVIDEND,2028-01-19,180000.00,USD,2028-01-19T10:00:00Z,2028-01-19T10:00:00Z
1237,1,FEE,2027-12-31,50000.00,USD,2027-12-31T00:00:00Z,2027-12-31T00:00:00Z
1238,1,CONTRIBUTION,2028-03-13,900000.00,USD,2028-03-13T13:30:00Z,2028-03-13T13:30:00Z
1239,2,DIVIDEND,2028-02-09,350000.00,USD,2028-02-09T11:00:00Z,2028-02-09T11:00:00Z
1240,2,FEE,2027-12-31,75000.00,USD,2027-12-31T00:00:00Z,2027-12-31T00:00:00Z
1241,3,CONTRIBUTION,2028-04-18,500000.00,USD,2028-04-18T14:15:00Z,2028-04-18T14:15:00Z
1242,3,DIVIDEND,2028-03-13,75000.00,USD,2028-03-13T09:30:00Z,2028-03-13T09:30:00Z
1243,3,FEE,2027-12-31,30000.00,USD,2027-12-31T00:00:00Z,2027-12-31T00:00:00Z
1244,4,DIVIDEND,2028-01-29,250000.00,USD,2028-01-29T10:45:00Z,2028-01-29T10:45:00Z
1245,4,FEE,2027-12-31,60000.00,USD,2027-12-31T00:00:00Z,2027-12-31T00:00:00Z
1246,1,DISTRIBUTION,2028-05-18,700000.00,USD,2028-05-18T14:00:00Z,2028-05-18T14:00:00Z
1247,2,DISTRIBUTION,2028-06-13,1100000.00,USD,2028-06-13T13:45:00Z,2028-06-13T13:45:00Z
1248,3,DISTRIBUTION,2028-07-08,300000.00,USD,2028-07-08T15:00:00Z,2028-07-08T15:00:00Z
1249,4,DISTRIBUTION,2028-08-03,800000.00,USD,2028-08-03T12:30:00Z,2028-08-03T12:30:00Z
1250,1,DIVIDEND,2029-01-13,200000.00,USD,2029-01-13T10:00:00Z,2029-01-13T10:00:00Z
1251,5,CONTRIBUTION,2027-01-13,1000000.00,USD,2027-01-13T10:00:00Z,2027-01-13T10:00:00Z
1252,5,DISTRIBUTION,2027-03-19,500000.00,USD,2027-03-19T14:30:00Z,2027-03-19T14:30:00Z
1253,5,DIVIDEND,2027-06-14,250000.00,USD,2027-06-14T09:00:00Z,2027-06-14T09:00:00Z
1254,5,FEE,2026-12-30,50000.00,USD,2026-12-30T00:00:00Z,2026-12-30T00:00:00Z
1255,5,CONTRIBUTION,2027-06-29,750000.00,USD,2027-06-29T11:15:00Z,2027-06-29T11:15:00Z
1256,6,CONTRIBUTION,2027-02-08,2000000.00,USD,2027-02-08T09:30:00Z,2027-02-08T09:30:00Z
1257,6,DISTRIBUTION,2027-04-14,1000000.00,USD,2027-04-14T14:00:00Z,2027-04-14T14:00:00Z
1258,6,DIVIDEND,2027-07-19,500000.00,USD,2027-07-19T10:30:00Z,2027-07-19T10:30:00Z
1259,6,FEE,2026-12-30,75000.00,USD,2026-12-30T00:00:00Z,2026-12-30T00:00:00Z
1260,6,CONTRIBUTION,2027-09-14,1500000.00,USD,2027-09-14T13:45:00Z,2027-09-14T13:45:00Z
1261,7,CONTRIBUTION,2027-02-28,500000.00,USD,2027-02-28T08:00:00Z,2027-02-28T08:00:00Z
1262,7,DISTRIBUTION,2027-05-09,250000.00,USD,2027-05-09T15:30:00Z,2027-05-09T15:30:00Z
1263,7,DIVIDEND,2027-08-14,100000.00,USD,2027-08-14T11:00:00Z,2027-08-14T11:00:00Z
1264,7,FEE,2026-12-30,30000.00,USD,2026-12-30T00:00:00Z,2026-12-30T00:00:00Z
1265,7,CONTRIBUTION,2027-10-19,300000.00,USD,2027-10-19T12:30:00Z,2027-10-19T12:30:00Z
1266,8,CONTRIBUTION,2028-01-09,1500000.00,USD,2028-01-09T09:00:00Z,2028-01-09T09:00:00Z
1267,8,DISTRIBUTION,2028-03-13,750000.00,USD,2028-03-13T14:15:00Z,2028-03-13T14:15:00Z
1268,8,DIVIDEND,2028-06-18,375000.00,USD,2028-06-18T10:45:00Z,2028-06-18T10:45:00Z
1269,8,FEE,2027-12-31,60000.00,USD,2027-12-31T00:00:00Z,2027-12-31T00:00:00Z
1270,8,CONTRIBUTION,2028-09-08,1000000.00,USD,2028-09-08T11:30:00Z,2028-09-08T11:30:00Z
1271,5,DIVIDEND,2028-01-14,150000.00,USD,2028-01-14T09:30:00Z,2028-01-14T09:30:00Z
1272,5,FEE,2027-12-31,50000.00,USD,2027-12-31T00:00:00Z,2027-12-31T00:00:00Z
1273,5,CONTRIBUTION,2028-03-30,800000.00,USD,2028-03-30T10:00:00Z,2028-03-30T10:00:00Z
1274,5,DISTRIBUTION,2028-07-13,600000.00,USD,2028-07-13T13:00:00Z,2028-07-13T13:00:00Z
1275,6,DIVIDEND,2028-02-19,300000.00,USD,2028-02-19T11:15:00Z,2028-02-19T11:15:00Z
1276,6,FEE,2027-12-31,75000.00,USD,2027-12-31T00:00:00Z,2027-12-31T00:00:00Z
1277,6,CONTRIBUTION,2028-05-08,1200000.00,USD,2028-05-08T14:30:00Z,2028-05-08T14:30:00Z
1278,6,DISTRIBUTION,2028-08-18,900000.00,USD,2028-08-18T10:00:00Z,2028-08-18T10:00:00Z
1279,7,DIVIDEND,2028-03-08,50000.00,USD,2028-03-08T09:45:00Z,2028-03-08T09:45:00Z
1280,7,FEE,2027-12-31,30000.00,USD,2027-12-31T00:00:00Z,2027-12-31T00:00:00Z
1281,7,CONTRIBUTION,2028-06-03,400000.00,USD,2028-06-03T12:00:00Z,2028-06-03T12:00:00Z
1282,7,DISTRIBUTION,2028-09-18,200000.00,USD,2028-09-18T15:30:00Z,2028-09-18T15:30:00Z
1283,8,DIVIDEND,2028-02-14,200000.00,USD,2028-02-14T10:30:00Z,2028-02-14T10:30:00Z
1284,8,FEE,2027-12-31,60000.00,USD,2027-12-31T00:00:00Z,2027-12-31T00:00:00Z
1285,8,CONTRIBUTION,2028-06-29,700000.00,USD,2028-06-29T11:45:00Z,2028-06-29T11:45:00Z
1286,5,DIVIDEND,2029-01-18,180000.00,USD,2029-01-18T10:00:00Z,2029-01-18T10:00:00Z
1287,5,FEE,2028-12-30,50000.00,USD,2028-12-30T00:00:00Z,2028-12-30T00:00:00Z
1288,5,CONTRIBUTION,2029-03-13,900000.00,USD,2029-03-13T13:30:00Z,2029-03-13T13:30:00Z
1289,6,DIVIDEND,2029-02-08,350000.00,USD,2029-02-08T11:00:00Z,2029-02-08T11:00:00Z
1290,6,FEE,2028-12-30,75000.00,USD,2028-12-30T00:00:00Z,2028-12-30T00:00:00Z
1291,7,CONTRIBUTION,2029-04-18,500000.00,USD,2029-04-18T14:15:00Z,2029-04-18T14:15:00Z
1292,7,DIVIDEND,2029-03-13,75000.00,USD,2029-03-13T09:30:00Z,2029-03-13T09:30:00Z
1293,7,FEE,2028-12-30,30000.00,USD,2028-12-30T00:00:00Z,2028-12-30T00:00:00Z
1294,8,DIVIDEND,2029-01-28,250000.00,USD,2029-01-28T10:45:00Z,2029-01-28T10:45:00Z
1295,8,FEE,2028-12-30,60000.00,USD,2028-12-30T00:00:00Z,2028-12-30T00:00:00Z
1296,5,DISTRIBUTION,2029-05-18,700000.00,USD,2029-05-18T14:00:00Z,2029-05-18T14:00:00Z
1297,6,DISTRIBUTION,2029-06-13,1100000.00,USD,2029-06-13T13:45:00Z,2029-06-13T13:45:00Z
1298,7,DISTRIBUTION,2029-07-08,300000.00,USD,2029-07-08T15:00:00Z,2029-07-08T15:00:00Z
1299,8,DISTRIBUTION,2029-08-03,800000.00,USD,2029-08-03T12:30:00Z,2029-08-03T12:30:00Z
1300,5,DIVIDEND,2030-01-13,200000.00,USD,2030-01-13T10:00:00Z,2030-01-13T10:00:00Z
1301,9,CONTRIBUTION,2028-01-13,1000000.00,USD,2028-01-13T10:00:00Z,2028-01-13T10:00:00Z
1302,9,DISTRIBUTION,2028-03-18,500000.00,USD,2028-03-18T14:30:00Z,2028-03-18T14:30:00Z
1303,9,DIVIDEND,2028-06-13,250000.00,USD,2028-06-13T09:00:00Z,2028-06-13T09:00:00Z
1304,9,FEE,2027-12-30,50000.00,USD,2027-12-30T00:00:00Z,2027-12-30T00:00:00Z
1305,9,CONTRIBUTION,2028-06-28,750000.00,USD,2028-06-28T11:15:00Z,2028-06-28T11:15:00Z
1306,10,CONTRIBUTION,2028-02-08,2000000.00,USD,2028-02-08T09:30:00Z,2028-02-08T09:30:00Z
1307,10,DISTRIBUTION,2028-04-13,1000000.00,USD,2028-04-13T14:00:00Z,2028-04-13T14:00:00Z
1308,10,DIVIDEND,2028-07-18,500000.00,USD,2028-07-18T10:30:00Z,2028-07-18T10:30:00Z
1309,10,FEE,2027-12-30,75000.00,USD,2027-12-30T00:00:00Z,2027-12-30T00:00:00Z
1310,10,CONTRIBUTION,2028-09-13,1500000.00,USD,2028-09-13T13:45:00Z,2028-09-13T13:45:00Z
1311,11,CONTRIBUTION,2028-02-28,500000.00,USD,2028-02-28T08:00:00Z,2028-02-28T08:00:00Z
1312,11,DISTRIBUTION,2028-05-08,250000.00,USD,2028-05-08T15:30:00Z,2028-05-08T15:30:00Z
1313,11,DIVIDEND,2028-08-13,100000.00,USD,2028-08-13T11:00:00Z,2028-08-13T11:00:00Z
1314,11,FEE,2027-12-30,30000.00,USD,2027-12-30T00:00:00Z,2027-12-30T00:00:00Z
1315,11,CONTRIBUTION,2028-10-18,300000.00,USD,2028-10-18T12:30:00Z,2028-10-18T12:30:00Z
1316,12,CONTRIBUTION,2029-01-08,1500000.00,USD,2029-01-08T09:00:00Z,2029-01-08T09:00:00Z
1317,12,DISTRIBUTION,2029-03-13,750000.00,USD,2029-03-13T14:15:00Z,2029-03-13T14:15:00Z
1318,12,DIVIDEND,2029-06-18,375000.00,USD,2029-06-18T10:45:00Z,2029-06-18T10:45:00Z
1319,12,FEE,2028-12-30,60000.00,USD,2028-12-30T00:00:00Z,2028-12-30T00:00:00Z
1320,12,CONTRIBUTION,2029-09-08,1000000.00,USD,2029-09-08T11:30:00Z,2029-09-08T11:30:00Z
1321,9,DIVIDEND,2029-01-13,150000.00,USD,2029-01-13T09:30:00Z,2029-01-13T09:30:00Z
1322,9,FEE,2028-12-30,50000.00,USD,2028-12-30T00:00:00Z,2028-12-30T00:00:00Z
